snooze_count,historical_success_rate,avg_time_taken_ms,last_failed_type,target_challenge_type,target_difficulty,target_multi_step
1,0.41,4001,word_scramble,memory,2,1
1,0.73,11722,word_scramble,memory,2,1
4,0.4,22305,math,word_scramble,1,2
3,0.59,19696,pattern,memory,1,2
1,0.44,4568,math,memory,2,1
4,0.87,1833,riddle,logic,4,3
6,0.91,2913,logic,logic,4,3
4,0.91,2007,none,pattern,4,3
1,0.83,10656,word_scramble,word_scramble,2,1
4,0.91,3865,riddle,riddle,4,3
1,0.43,5059,math,memory,2,1
3,0.76,6718,none,logic,4,3
5,0.98,3444,none,pattern,4,3
1,0.67,5479,word_scramble,memory,3,1
5,0.55,14111,pattern,quiz,2,2
0,0.69,5514,word_scramble,memory,2,1
0,0.82,10210,math,memory,1,1
1,0.84,11713,memory,memory,2,1
0,0.77,7563,memory,word_scramble,1,1
0,0.66,5103,math,memory,3,1
3,0.96,3688,none,logic,5,3
5,0.89,2210,logic,pattern,5,3
5,0.94,3936,none,pattern,4,3
2,0.64,10583,math,memory,3,2
3,0.94,2497,riddle,logic,5,3
3,0.34,14278,logic,word_scramble,2,2
1,0.53,2465,word_scramble,memory,2,1
3,0.5,21048,logic,memory,2,2
0,0.45,2441,math,memory,3,1
4,0.85,2958,logic,pattern,4,3
5,0.58,24559,pattern,memory,1,2
6,0.98,3856,riddle,riddle,5,3
6,1.0,2338,logic,pattern,5,3
6,0.98,3020,none,logic,4,3
5,0.57,20980,pattern,memory,1,2
6,0.94,1801,riddle,riddle,4,3
5,0.39,22782,logic,word_scramble,2,2
1,0.59,4113,word_scramble,memory,3,1
5,0.42,17911,pattern,quiz,1,2
4,0.86,2643,riddle,riddle,5,3
5,0.94,3617,none,logic,4,3
0,0.5,4075,math,memory,2,1
1,0.54,5774,word_scramble,memory,3,1
1,0.62,5839,word_scramble,memory,3,1
4,0.39,17166,logic,quiz,2,2
3,0.34,22980,math,quiz,2,2
0,0.57,2811,math,memory,3,1
4,0.94,2377,riddle,logic,4,3
1,0.5,2904,word_scramble,memory,3,1
0,0.85,7131,riddle,math,1,1
1,0.67,4603,word_scramble,memory,3,1
4,0.86,1533,none,logic,4,3
0,0.46,2789,word_scramble,memory,2,1
0,0.43,5788,math,memory,3,1
2,0.71,11527,riddle,memory,3,2
1,0.51,2527,word_scramble,memory,2,1
4,0.44,15989,pattern,word_scramble,1,2
5,0.89,2846,logic,logic,4,3
0,0.62,5315,word_scramble,memory,3,1
1,0.42,3236,math,memory,2,1
5,0.32,21759,pattern,quiz,2,2
5,0.89,2234,none,logic,5,3
0,0.61,5246,word_scramble,memory,3,1
1,0.65,4498,math,memory,3,1
0,0.7,11525,none,memory,1,1
4,0.47,18346,math,memory,2,2
4,0.53,23526,math,word_scramble,1,2
0,0.76,9389,quiz,logic,1,1
5,0.96,1657,logic,riddle,5,3
3,0.51,21538,pattern,word_scramble,2,2
3,0.99,3091,riddle,logic,4,3
3,0.9,2479,riddle,riddle,4,3
4,0.49,21121,math,memory,1,2
0,0.47,4202,word_scramble,memory,3,1
0,0.74,5557,pattern,word_scramble,1,1
2,0.71,10921,riddle,math,3,2
4,0.87,2015,riddle,logic,4,3
2,0.6,6988,riddle,word_scramble,3,2
6,1.0,3322,none,logic,5,3
4,0.89,2415,none,pattern,5,3
1,0.81,7118,riddle,math,2,1
5,0.45,21641,pattern,memory,2,2
0,0.79,5782,riddle,logic,1,1
1,0.63,10738,quiz,riddle,2,1
3,0.95,3950,logic,riddle,5,3
0,0.41,3415,word_scramble,memory,2,1
1,0.59,2993,word_scramble,memory,3,1
3,0.92,3169,riddle,pattern,5,3
0,0.8,7261,memory,quiz,1,1
0,0.64,3077,math,memory,2,1
2,0.72,10074,quiz,word_scramble,3,2
3,0.46,19388,pattern,word_scramble,1,2
6,0.88,3457,logic,logic,4,3
3,0.59,21466,math,memory,1,2
4,0.52,23702,math,word_scramble,2,2
1,0.67,5046,math,memory,3,1
5,1.0,2104,riddle,riddle,5,3
0,0.4,4158,word_scramble,memory,3,1
3,0.57,20020,logic,quiz,1,2
1,0.5,4152,math,memory,2,1
1,0.45,2684,math,memory,2,1
3,0.98,3880,none,logic,5,3
3,0.45,21290,logic,quiz,1,2
0,0.8,10055,riddle,memory,1,1
0,0.63,6692,memory,pattern,1,1
1,0.54,3294,word_scramble,memory,3,1
3,0.48,16159,logic,memory,1,2
2,0.83,7677,logic,pattern,3,2
1,0.67,7661,word_scramble,riddle,2,1
6,0.97,2563,logic,pattern,4,3
2,0.63,11602,word_scramble,riddle,3,2
5,0.46,17784,pattern,word_scramble,1,2
1,0.63,11396,logic,pattern,2,1
1,0.44,2481,math,memory,2,1
3,0.57,18505,logic,memory,2,2
5,0.55,18748,logic,word_scramble,1,2
1,0.45,2058,math,memory,2,1
6,0.93,2739,riddle,pattern,4,3
3,0.96,2273,riddle,logic,5,3
4,0.9,2373,riddle,pattern,5,3
1,0.6,11157,word_scramble,memory,2,1
0,0.47,4352,word_scramble,memory,2,1
3,0.3,19720,math,word_scramble,2,2
3,0.41,17934,math,word_scramble,2,2
3,0.96,2322,riddle,pattern,5,3
0,0.51,5814,word_scramble,memory,2,1
1,0.85,7992,none,memory,2,1
0,0.45,4993,word_scramble,memory,3,1
0,0.54,4371,math,memory,3,1
3,0.9,2144,none,riddle,5,3
4,0.54,24430,pattern,quiz,2,2
4,0.35,15438,pattern,memory,2,2
3,0.93,3829,logic,logic,5,3
1,0.45,5923,math,memory,3,1
3,0.73,10046,pattern,math,4,3
0,0.43,4726,math,memory,2,1
3,0.86,3074,riddle,pattern,4,3
3,0.34,24124,pattern,quiz,2,2
3,0.58,23640,math,word_scramble,1,2
5,0.54,24485,math,quiz,2,2
4,0.42,15943,math,word_scramble,2,2
4,0.4,14701,pattern,quiz,2,2
2,0.81,8467,logic,math,3,2
0,0.74,11421,memory,riddle,1,1
5,0.9,1957,riddle,logic,5,3
0,0.64,8721,riddle,memory,1,1
3,0.54,21457,logic,word_scramble,2,2
4,0.95,2725,none,pattern,4,3
1,0.66,3569,word_scramble,memory,2,1
2,0.84,7868,pattern,logic,3,2
3,0.99,2295,logic,logic,4,3
1,0.8,10756,memory,logic,2,1
0,0.46,5427,word_scramble,memory,2,1
0,0.69,11187,word_scramble,quiz,1,1
0,0.68,4920,math,memory,3,1
2,0.65,5319,logic,quiz,3,2
3,0.47,16263,logic,quiz,2,2
0,0.61,5196,math,memory,2,1
3,0.8,5183,none,logic,4,3
0,0.68,2344,math,memory,3,1
5,0.35,18778,logic,memory,2,2
0,0.63,3549,math,memory,3,1
3,0.65,9444,none,logic,4,3
1,0.75,10846,memory,math,2,1
4,0.87,3402,logic,pattern,4,3
1,0.67,5451,word_scramble,memory,3,1
3,0.43,16168,logic,memory,2,2
0,0.59,3619,word_scramble,memory,2,1
3,0.54,16536,pattern,quiz,2,2
4,0.32,16067,pattern,memory,1,2
5,0.58,17407,pattern,quiz,1,2
5,0.41,23929,math,memory,2,2
3,0.42,16322,logic,quiz,1,2
5,0.58,17946,logic,quiz,1,2
3,0.71,6058,riddle,memory,4,3
6,0.95,3204,none,logic,5,3
3,0.85,10361,memory,quiz,4,3
5,0.4,21100,math,memory,1,2
3,0.81,9910,word_scramble,pattern,4,3
1,0.84,11876,logic,memory,2,1
6,0.87,1782,riddle,logic,5,3
3,0.76,5614,none,memory,4,3
0,0.7,10744,math,memory,1,1
2,0.83,8990,riddle,logic,3,2
1,0.58,5433,math,memory,3,1
1,0.77,6408,word_scramble,memory,2,1
1,0.41,4905,math,memory,2,1
5,0.86,3906,logic,riddle,4,3
0,0.41,3002,word_scramble,memory,3,1
0,0.65,3331,word_scramble,memory,3,1
6,0.89,2488,riddle,logic,4,3
0,0.72,8835,word_scramble,riddle,1,1
4,0.88,1666,logic,pattern,5,3
3,0.95,3313,riddle,pattern,5,3
5,0.43,17701,logic,word_scramble,1,2
4,0.86,2229,none,riddle,5,3
0,0.44,4226,math,memory,3,1
1,0.77,5705,none,quiz,2,1
3,0.64,7226,logic,pattern,4,3
5,0.37,17660,pattern,word_scramble,2,2
3,0.48,20656,math,quiz,2,2
4,0.35,14354,logic,memory,2,2
3,0.58,12735,logic,quiz,1,2
3,0.89,3839,riddle,riddle,5,3
3,0.65,6726,memory,math,4,3
3,0.64,10093,pattern,memory,4,3
0,0.52,2475,word_scramble,memory,3,1
0,0.61,5571,quiz,word_scramble,1,1
0,0.75,11226,pattern,quiz,1,1
4,0.39,14254,pattern,word_scramble,2,2
3,0.36,18469,math,quiz,2,2
0,0.64,8605,logic,logic,1,1
3,0.82,6678,pattern,quiz,4,3
4,0.38,24773,pattern,memory,1,2
2,0.82,10675,word_scramble,word_scramble,3,2
0,0.61,4178,word_scramble,memory,3,1
3,0.87,1519,logic,pattern,5,3
0,0.66,4729,math,memory,2,1
2,0.6,6394,memory,math,3,2
5,0.56,24652,logic,word_scramble,2,2
3,0.47,20504,logic,memory,1,2
6,0.85,2837,logic,riddle,4,3
5,0.91,1907,none,logic,4,3
3,0.97,1847,logic,riddle,5,3
5,0.45,19139,logic,quiz,1,2
4,0.48,20596,math,memory,1,2
3,0.72,6134,none,logic,4,3
3,0.75,11509,logic,word_scramble,4,3
4,0.32,24247,logic,memory,1,2
1,0.65,4954,math,memory,2,1
3,0.77,8588,none,math,4,3
0,0.5,2936,word_scramble,memory,3,1
3,0.98,3743,none,logic,5,3
3,0.95,3039,none,pattern,4,3
0,0.45,3781,math,memory,2,1
0,0.61,5609,word_scramble,memory,3,1
4,0.39,16049,pattern,quiz,2,2
5,0.56,21264,pattern,word_scramble,1,2
4,0.58,23845,logic,quiz,2,2
3,0.94,2405,none,riddle,5,3
0,0.76,11829,pattern,pattern,1,1
0,0.58,3403,math,memory,3,1
4,0.85,1783,logic,logic,4,3
1,0.41,4624,word_scramble,memory,3,1
1,0.73,9564,quiz,math,2,1
0,0.49,2604,math,memory,3,1
4,0.56,12103,math,memory,2,2
5,0.39,18733,pattern,word_scramble,2,2
5,0.88,2870,riddle,logic,4,3
3,0.8,8134,math,riddle,4,3
5,0.94,3919,none,logic,4,3
1,0.72,8064,pattern,riddle,2,1
4,0.96,2366,logic,logic,4,3
6,0.93,3428,riddle,logic,4,3
5,0.51,18295,math,memory,2,2
0,0.84,8861,memory,math,1,1
3,0.72,6655,pattern,pattern,4,3
1,0.82,9183,none,riddle,2,1
6,0.89,3445,riddle,logic,4,3
4,0.94,2218,riddle,riddle,5,3
0,0.69,7382,quiz,logic,1,1
0,0.62,11188,math,pattern,1,1
4,0.91,3331,riddle,pattern,5,3
2,0.75,6100,pattern,logic,3,2
0,0.53,5968,word_scramble,memory,3,1
4,0.39,17913,math,word_scramble,1,2
2,0.68,8280,none,logic,3,2
5,0.39,16954,pattern,quiz,2,2
1,0.72,9790,quiz,math,2,1
1,0.44,3031,word_scramble,memory,2,1
1,0.82,7041,word_scramble,memory,2,1
0,0.74,11493,pattern,pattern,1,1
2,0.7,7331,word_scramble,logic,3,2
3,0.64,8928,word_scramble,logic,4,3
3,0.94,3442,riddle,logic,4,3
0,0.83,10909,none,memory,1,1
2,0.7,9200,pattern,pattern,3,2
0,0.5,5333,math,memory,2,1
6,0.94,1580,none,riddle,5,3
5,0.56,19798,logic,quiz,1,2
6,1.0,2695,none,riddle,5,3
4,0.92,3093,none,riddle,4,3
6,0.86,3240,none,riddle,4,3
3,0.74,7771,math,pattern,4,3
5,0.41,22912,math,quiz,2,2
4,0.93,2585,logic,riddle,5,3
0,0.55,4432,word_scramble,memory,3,1
3,0.3,21580,logic,word_scramble,2,2
5,0.98,3036,riddle,pattern,4,3
1,0.53,4929,word_scramble,memory,2,1
0,0.4,5692,word_scramble,memory,2,1
5,0.95,2341,riddle,pattern,4,3
0,0.57,2923,math,memory,3,1
1,0.54,2282,math,memory,2,1
3,0.65,7303,quiz,quiz,4,3
4,0.38,21182,pattern,memory,2,2
6,0.95,3964,riddle,logic,4,3
1,0.61,4006,word_scramble,memory,2,1
0,0.4,5256,word_scramble,memory,2,1
3,0.35,14744,math,word_scramble,2,2
0,0.69,10286,logic,math,1,1
1,0.68,5907,logic,math,2,1
1,0.65,5478,word_scramble,memory,2,1
3,0.92,1687,none,logic,4,3
5,0.47,15146,math,word_scramble,1,2
6,0.92,3653,riddle,logic,4,3
4,0.97,3147,none,logic,4,3
3,0.86,2278,riddle,riddle,5,3
6,0.91,3035,riddle,logic,4,3
4,0.9,3086,none,riddle,4,3
0,0.44,2875,word_scramble,memory,3,1
0,0.64,11203,word_scramble,memory,1,1
5,0.88,3906,riddle,logic,4,3
0,0.52,2754,word_scramble,memory,3,1
1,0.53,2540,math,memory,3,1
3,0.39,23096,logic,memory,2,2
3,0.39,12684,math,quiz,2,2
0,0.49,4678,word_scramble,memory,3,1
6,0.92,3010,riddle,pattern,5,3
3,0.96,2462,logic,logic,4,3
5,0.48,20186,math,memory,1,2
0,0.45,3899,math,memory,3,1
3,0.99,3991,logic,logic,4,3
1,0.85,10756,none,pattern,2,1
5,0.42,15699,math,quiz,1,2
1,0.71,9431,memory,logic,2,1
1,0.64,9387,quiz,memory,2,1
0,0.7,2307,math,memory,2,1
5,0.58,22340,math,memory,2,2
2,0.74,5136,none,math,3,2
4,0.49,15435,logic,word_scramble,1,2
1,0.84,8346,pattern,riddle,2,1
3,0.86,3101,riddle,riddle,4,3
0,0.61,3689,math,memory,3,1
1,0.66,4972,word_scramble,memory,3,1
4,0.43,12213,logic,memory,2,2
5,0.35,18847,logic,memory,2,2
0,0.75,9374,quiz,quiz,1,1
2,0.85,10305,memory,memory,3,2
3,0.34,18285,logic,word_scramble,1,2
3,0.86,3385,none,riddle,4,3
3,1.0,2263,riddle,riddle,4,3
0,0.54,4085,word_scramble,memory,2,1
1,0.78,11997,memory,logic,2,1
1,0.47,5778,math,memory,2,1
4,0.86,2192,logic,pattern,5,3
6,0.93,2362,logic,pattern,5,3
3,0.39,24717,math,word_scramble,2,2
5,0.94,3537,logic,logic,4,3
0,0.61,3980,word_scramble,memory,2,1
1,0.62,2176,word_scramble,memory,2,1
4,0.56,15715,pattern,memory,1,2
5,0.53,23366,pattern,quiz,2,2
4,0.34,16762,logic,quiz,1,2
3,0.66,11224,riddle,math,4,3
1,0.57,5639,word_scramble,memory,3,1
3,0.43,23961,pattern,word_scramble,2,2
5,0.58,12599,math,memory,2,2
2,0.72,8251,riddle,riddle,3,2
5,0.89,2522,riddle,riddle,4,3
1,0.54,4588,math,memory,3,1
4,0.99,3449,logic,logic,4,3
5,0.41,16198,logic,word_scramble,1,2
4,1.0,3777,none,pattern,5,3
6,0.86,2758,none,riddle,4,3
1,0.84,6293,memory,quiz,2,1
4,0.88,1790,none,pattern,4,3
6,0.93,3201,riddle,riddle,4,3
5,1.0,2274,logic,riddle,4,3
1,0.58,3494,word_scramble,memory,3,1
0,0.82,10094,quiz,pattern,1,1
5,0.38,15674,math,quiz,2,2
1,0.64,5761,none,riddle,2,1
5,0.86,3135,logic,logic,4,3
4,0.92,3628,riddle,pattern,5,3
1,0.64,5503,word_scramble,memory,2,1
0,0.44,5561,word_scramble,memory,2,1
5,0.97,2886,logic,logic,5,3
3,0.55,22633,logic,quiz,1,2
1,0.41,2905,word_scramble,memory,2,1
1,0.64,9557,math,pattern,2,1
5,0.89,3035,none,pattern,4,3
0,0.6,5602,math,logic,1,1
3,0.31,18105,pattern,memory,1,2
1,0.74,7962,quiz,logic,2,1
3,0.94,1785,none,riddle,4,3
3,0.98,2057,logic,pattern,4,3
4,0.36,24330,logic,quiz,1,2
3,0.63,8957,math,math,4,3
4,0.45,17139,logic,memory,2,2
6,0.95,3987,logic,logic,4,3
0,0.68,5448,word_scramble,memory,3,1
4,0.32,13423,logic,quiz,1,2
3,0.51,24809,pattern,word_scramble,2,2
5,0.35,22070,math,memory,1,2
1,0.58,5621,word_scramble,memory,3,1
6,0.97,2789,none,riddle,5,3
1,0.84,8544,quiz,quiz,2,1
3,0.34,23768,math,memory,1,2
0,0.49,2342,math,memory,3,1
0,0.74,5402,pattern,pattern,1,1
1,0.59,5738,word_scramble,memory,2,1
4,0.32,23157,logic,quiz,2,2
4,0.52,20761,pattern,quiz,2,2
2,0.79,7807,logic,logic,3,2
0,0.83,6701,memory,word_scramble,1,1
1,0.74,11567,logic,logic,2,1
5,0.39,20482,logic,quiz,1,2
3,0.86,3136,riddle,riddle,4,3
5,0.96,2158,riddle,logic,5,3
3,0.83,5362,memory,math,4,3
6,0.87,2219,logic,riddle,4,3
5,0.95,3687,none,logic,5,3
5,0.45,18997,math,memory,1,2
0,0.53,3116,word_scramble,memory,3,1
2,0.83,9609,none,logic,3,2
6,0.97,1834,riddle,logic,4,3
4,0.42,19231,math,quiz,1,2
2,0.79,7685,memory,memory,3,2
3,0.5,24562,math,quiz,2,2
5,0.87,2150,logic,pattern,4,3
2,0.79,9594,riddle,quiz,3,2
2,0.73,10586,logic,logic,3,2
5,0.97,3289,logic,pattern,4,3
1,0.41,3736,math,memory,2,1
3,0.56,20422,math,quiz,1,2
1,0.43,2534,word_scramble,memory,3,1
0,0.7,7331,word_scramble,math,1,1
1,0.56,5447,math,memory,3,1
0,0.53,5954,math,memory,2,1
3,0.98,2281,logic,riddle,4,3
0,0.68,6432,pattern,logic,1,1
5,0.99,3471,riddle,logic,5,3
3,0.39,24536,logic,word_scramble,1,2
2,0.66,9691,none,riddle,3,2
0,0.67,10705,quiz,logic,1,1
3,0.6,8955,logic,math,4,3
5,0.47,12691,math,quiz,2,2
0,0.43,3633,word_scramble,memory,3,1
5,0.41,21745,logic,word_scramble,2,2
3,0.74,8024,math,quiz,4,3
1,0.69,3392,word_scramble,memory,3,1
0,0.43,3043,math,memory,3,1
3,0.92,1858,logic,riddle,4,3
4,0.46,18984,logic,word_scramble,1,2
3,0.92,3652,riddle,logic,4,3
3,0.92,2401,logic,logic,4,3
4,0.99,2310,logic,pattern,4,3
3,0.77,10332,logic,math,4,3
0,0.67,3012,word_scramble,memory,3,1
0,0.74,7048,pattern,pattern,1,1
0,0.59,3138,word_scramble,memory,2,1
4,0.45,18605,math,memory,1,2
5,0.47,18507,logic,memory,1,2
4,0.97,2883,none,pattern,5,3
5,0.57,20982,pattern,quiz,2,2
0,0.65,4085,math,memory,2,1
4,0.54,20390,pattern,word_scramble,1,2
3,0.86,3786,none,logic,4,3
5,0.59,22011,pattern,word_scramble,1,2
3,0.34,19487,pattern,memory,2,2
1,0.41,3172,math,memory,3,1
0,0.55,2227,word_scramble,memory,2,1
3,0.98,2445,logic,logic,5,3
1,0.76,8699,none,memory,2,1
5,0.88,1523,none,riddle,4,3
3,0.87,1516,none,logic,4,3
5,0.48,13675,pattern,memory,2,2
1,0.62,3324,word_scramble,memory,3,1
1,0.56,3818,word_scramble,memory,3,1
5,0.86,3342,riddle,pattern,5,3
3,0.47,21251,logic,memory,1,2
4,0.4,19710,math,quiz,1,2
3,0.53,21598,pattern,memory,1,2
0,0.64,3262,math,memory,3,1
3,0.94,2423,logic,pattern,5,3
5,0.9,1751,none,riddle,5,3
4,0.92,1612,none,riddle,4,3
3,0.44,14306,logic,memory,1,2
3,0.94,3307,none,logic,5,3
4,0.55,22072,logic,word_scramble,2,2
0,0.58,3590,math,memory,3,1
4,0.95,1936,riddle,riddle,5,3
3,0.86,2932,none,pattern,4,3
5,0.96,1858,riddle,logic,5,3
5,0.91,2858,riddle,logic,5,3
2,0.66,8136,math,memory,3,2
1,0.69,5439,math,memory,2,1
0,0.78,9725,math,pattern,1,1
3,0.32,20399,logic,quiz,1,2
0,0.53,4991,math,memory,3,1
4,0.3,23837,pattern,quiz,2,2
2,0.8,11223,word_scramble,math,3,2
2,0.71,9291,quiz,quiz,3,2
1,0.64,3102,math,memory,3,1
3,0.88,2221,none,logic,5,3
2,0.82,6107,pattern,word_scramble,3,2
1,0.65,5873,math,memory,3,1
1,0.72,6536,word_scramble,word_scramble,2,1
1,0.66,3024,word_scramble,memory,3,1
3,0.35,23990,logic,quiz,2,2
2,0.76,8268,logic,riddle,3,2
5,0.86,3088,riddle,logic,4,3
1,0.49,4951,word_scramble,memory,3,1
1,0.6,3287,word_scramble,memory,3,1
1,0.58,5983,word_scramble,memory,3,1
5,0.57,14612,math,memory,1,2
5,0.86,3546,logic,logic,5,3
4,0.45,20025,pattern,quiz,1,2
3,0.78,11618,memory,memory,4,3
5,0.85,1838,logic,pattern,5,3
4,0.36,14221,logic,memory,2,2
1,0.65,3678,word_scramble,memory,3,1
6,0.85,3554,logic,pattern,4,3
6,0.97,3986,none,logic,5,3
5,0.48,12552,math,quiz,1,2
4,0.96,2619,logic,logic,5,3
5,0.86,1531,none,riddle,4,3
0,0.54,3279,math,memory,2,1
0,0.44,2918,word_scramble,memory,2,1
3,0.41,15106,logic,quiz,2,2
5,0.32,14285,math,quiz,1,2
1,0.4,2276,math,memory,3,1
4,0.86,2803,logic,riddle,5,3
0,0.55,3331,math,memory,3,1
1,0.57,5340,math,memory,3,1
4,1.0,3421,riddle,pattern,4,3
1,0.6,7152,memory,word_scramble,2,1
1,0.59,3699,word_scramble,memory,2,1
5,0.87,1871,logic,pattern,4,3
1,0.41,2082,math,memory,3,1
4,0.89,1570,none,pattern,5,3
0,0.53,5004,math,memory,3,1
0,0.45,2292,word_scramble,memory,3,1
4,0.44,13167,math,quiz,1,2
4,0.38,24820,pattern,memory,1,2
4,0.37,22775,logic,word_scramble,1,2
2,0.7,9099,pattern,math,3,2
5,0.5,13460,pattern,word_scramble,2,2
4,0.39,13920,logic,word_scramble,2,2
0,0.41,5549,word_scramble,memory,3,1
0,0.66,8811,quiz,word_scramble,1,1
5,0.38,19668,logic,memory,2,2
3,0.95,3111,riddle,logic,4,3
5,0.38,13280,logic,memory,2,2
1,0.66,4468,math,memory,3,1
1,0.73,6021,none,quiz,2,1
1,0.47,4052,word_scramble,memory,3,1
0,0.66,8432,none,riddle,1,1
5,0.93,2793,riddle,logic,5,3
4,0.99,1984,riddle,riddle,4,3
0,0.69,4739,word_scramble,memory,3,1
1,0.42,3519,math,memory,2,1
0,0.65,9079,logic,pattern,1,1
5,0.86,3077,none,riddle,4,3
1,0.62,4935,word_scramble,memory,3,1
1,0.46,4563,math,memory,2,1
4,0.91,3517,none,pattern,5,3
1,0.42,4544,word_scramble,memory,3,1
0,0.43,3053,math,memory,2,1
1,0.58,4472,word_scramble,memory,3,1
1,0.48,3375,word_scramble,memory,2,1
0,0.76,7893,quiz,logic,1,1
1,0.63,3073,word_scramble,memory,2,1
3,0.82,7461,none,riddle,4,3
3,0.64,5096,math,memory,4,3
4,0.89,2568,riddle,pattern,5,3
2,0.73,10546,riddle,logic,3,2
0,0.41,2004,word_scramble,memory,3,1
0,0.59,2934,word_scramble,memory,3,1
5,0.89,3893,logic,logic,5,3
0,0.46,4865,math,memory,2,1
3,0.56,16715,math,memory,2,2
3,0.65,10418,memory,word_scramble,4,3
4,0.58,18767,pattern,quiz,1,2
3,0.43,15638,pattern,word_scramble,2,2
0,0.6,6466,logic,word_scramble,1,1
5,0.55,24390,logic,memory,2,2
0,0.65,2052,word_scramble,memory,2,1
5,0.31,17693,math,quiz,2,2
1,0.84,6771,none,pattern,2,1
6,0.99,3406,logic,logic,4,3
4,0.51,16830,pattern,quiz,2,2
0,0.7,2434,word_scramble,memory,3,1
4,0.35,21632,logic,quiz,2,2
2,0.83,6424,memory,quiz,3,2
0,0.57,4129,word_scramble,memory,3,1
3,0.96,1929,logic,riddle,4,3
1,0.67,9058,logic,word_scramble,2,1
2,0.65,8740,riddle,logic,3,2
1,0.6,2418,math,memory,2,1
3,0.82,7151,quiz,memory,4,3
2,0.71,7283,memory,pattern,3,2
0,0.68,5070,word_scramble,memory,2,1
5,0.55,20982,logic,quiz,1,2
1,0.74,10061,riddle,riddle,2,1
0,0.82,7674,memory,quiz,1,1
1,0.58,2074,math,memory,3,1
1,0.62,3142,math,memory,3,1
3,0.62,6412,logic,riddle,4,3
0,0.53,5356,math,memory,2,1
4,0.48,14094,pattern,memory,2,2
3,0.96,3428,riddle,logic,4,3
4,0.42,21489,math,memory,2,2
0,0.61,3049,math,memory,3,1
3,0.85,3694,riddle,logic,4,3
3,0.9,2420,none,riddle,5,3
0,0.8,6086,quiz,memory,1,1
0,0.63,2353,word_scramble,memory,3,1
1,0.52,2692,math,memory,2,1
3,0.63,6176,word_scramble,quiz,4,3
0,0.48,5127,math,memory,2,1
5,0.99,3716,none,riddle,5,3
4,0.51,12495,logic,word_scramble,2,2
4,0.91,2221,riddle,riddle,5,3
3,0.91,3629,logic,logic,5,3
5,0.34,22641,math,memory,1,2
3,0.91,1963,logic,logic,5,3
1,0.69,6476,none,word_scramble,2,1
1,0.68,9556,logic,memory,2,1
0,0.64,2771,math,memory,3,1
1,0.51,4717,word_scramble,memory,2,1
5,0.57,22829,math,word_scramble,2,2
4,0.91,2052,riddle,pattern,4,3
2,0.6,8449,logic,logic,3,2
0,0.59,4093,math,memory,2,1
3,0.45,21406,logic,quiz,1,2
3,0.89,3659,riddle,riddle,5,3
3,0.51,15378,pattern,quiz,1,2
0,0.43,5172,math,memory,2,1
1,0.8,8778,quiz,riddle,2,1
0,0.72,7656,pattern,quiz,1,1
5,0.49,15346,math,memory,2,2
4,0.89,1530,riddle,pattern,4,3
5,0.51,20777,math,memory,2,2
5,0.53,18413,logic,memory,2,2
1,0.54,5494,word_scramble,memory,2,1
1,0.64,4292,word_scramble,memory,3,1
2,0.68,9402,word_scramble,logic,3,2
4,0.95,3416,none,logic,4,3
0,0.72,5778,word_scramble,math,1,1
1,0.44,2307,math,memory,3,1
0,0.62,5536,word_scramble,memory,3,1
1,0.53,3497,word_scramble,memory,2,1
1,0.67,2608,math,memory,2,1
3,0.44,15811,pattern,memory,2,2
6,0.92,3818,logic,logic,5,3
4,0.9,3985,none,pattern,5,3
1,0.76,11787,quiz,riddle,2,1
4,0.85,2544,none,riddle,4,3
3,0.3,17899,logic,memory,2,2
1,0.5,4599,math,memory,3,1
0,0.63,5749,math,memory,2,1
2,0.78,7319,riddle,logic,3,2
0,0.54,5371,word_scramble,memory,2,1
4,0.4,21459,logic,memory,1,2
2,0.68,9323,math,pattern,3,2
4,0.49,19722,math,word_scramble,2,2
3,0.78,5507,logic,logic,4,3
0,0.66,3790,word_scramble,memory,2,1
5,0.85,2627,riddle,riddle,5,3
0,0.69,8788,word_scramble,memory,1,1
1,0.67,4640,word_scramble,memory,3,1
6,0.96,2019,logic,riddle,5,3
0,0.79,9979,memory,pattern,1,1
3,0.57,14757,logic,quiz,2,2
3,0.43,19553,pattern,word_scramble,1,2
1,0.42,2405,word_scramble,memory,3,1
1,0.55,5887,math,memory,3,1
2,0.64,8309,memory,word_scramble,3,2
5,0.53,16546,math,word_scramble,1,2
4,1.0,2810,logic,pattern,4,3
6,0.88,2268,none,logic,5,3
0,0.42,2724,word_scramble,memory,3,1
3,0.74,9411,word_scramble,logic,4,3
5,0.94,1973,logic,pattern,4,3
3,0.6,8272,riddle,memory,4,3
3,0.5,17268,math,quiz,1,2
5,0.9,2409,none,logic,4,3
5,0.37,18673,pattern,quiz,2,2
5,0.98,2067,riddle,logic,5,3
5,0.97,3801,riddle,pattern,5,3
4,0.9,2875,logic,pattern,5,3
1,0.66,6063,logic,logic,2,1
5,0.98,3249,riddle,riddle,5,3
5,0.96,1988,riddle,riddle,5,3
4,0.35,23633,pattern,quiz,2,2
1,0.46,4925,word_scramble,memory,2,1
3,0.72,7578,none,math,4,3
4,0.93,3642,none,pattern,4,3
4,0.85,3661,none,riddle,5,3
2,0.84,6642,memory,math,3,2
0,0.73,8566,logic,memory,1,1
0,0.61,3208,word_scramble,memory,2,1
4,0.45,15883,logic,quiz,1,2
1,0.55,5829,word_scramble,memory,2,1
